number_of_reviews,minimum_nights,calculated_host_listings_count,availability_365,neighbourhood_group,room_type,price
30,2,1,0,0,0,80
2,3,1,113,0,1,120
10,6,1,0,0,1,100
21,2,7,362,0,0,65
0,3,2,65,0,0,69
16,3,1,139,0,0,68
6,1,2,213,0,1,275
0,5,1,0,0,0,80
5,30,1,320,0,1,99
66,30,6,0,1,1,99
32,2,1,47,1,1,185
70,1,1,67,2,1,156
1,1,1,0,2,0,30
40,10,1,324,0,1,85
30,2,1,278,2,1,145
33,3,3,320,0,0,45
0,1,4,360,0,0,58
122,1,4,5,4,0,34
31,1,5,321,1,0,120
4,1,1,0,1,0,90
49,1,1,353,1,2,65
3,2,1,16,0,1,80
1,6,3,7,0,1,375
2,31,11,310,0,1,200
0,2,1,0,2,0,50
33,3,1,15,1,1,110
82,3,1,12,1,1,260
14,21,2,48,0,0,45
4,180,19,331,1,1,67
11,6,2,67,1,0,115
70,2,1,120,1,1,115
3,2,1,16,0,1,200
0,15,1,0,2,0,30
2,3,1,0,0,0,59
0,5,2,0,0,0,70
3,1,1,0,1,1,105
93,2,2,323,1,0,82
47,1,1,249,0,0,55
0,2,1,0,0,0,43
45,3,1,0,1,1,199
5,2,1,337,2,1,225
22,1,1,39,0,1,169
3,2,1,0,0,0,70
46,2,5,70,0,1,50
0,2,1,0,1,1,225
2,1,1,0,1,0,60
0,30,33,365,1,1,220
0,7,1,0,0,0,25
0,3,1,114,1,0,200
2,1,1,304,1,1,350
1,1,1,0,1,1,153
81,2,1,213,0,1,250
4,3,1,250,0,1,200
0,1,1,0,1,1,1500
3,1,2,269,0,0,89
50,4,1,331,0,1,190
0,7,1,0,0,1,75
0,4,49,124,1,1,956
21,5,1,56,0,0,47
5,3,1,50,0,1,90
0,2,1,0,1,1,135
2,5,1,0,1,1,140
14,1,2,249,0,0,48
6,3,1,0,1,1,200
2,30,1,248,1,1,299
9,2,1,41,1,1,290
0,5,3,0,1,2,100
24,30,8,57,1,1,104
0,29,327,337,1,1,699
0,4,1,0,0,0,59
7,3,1,0,1,1,180
0,30,232,16,1,1,251
71,29,1,95,1,1,88
20,4,1,0,2,0,65
7,5,1,118,1,1,325
0,30,232,219,1,1,312
0,2,1,0,0,0,88
0,1,5,19,2,0,80
44,1,4,59,0,0,70
78,1,9,311,2,0,55
21,3,5,308,1,1,300
6,6,2,14,0,1,195
1,1,2,0,1,0,80
8,2,2,363,0,0,90
70,2,1,1,1,0,75
14,2,1,0,1,0,100
48,6,1,0,0,0,68
59,1,3,362,0,0,70
2,2,1,16,1,1,224
138,2,1,232,1,1,155
102,2,1,284,0,1,175
16,1,1,85,0,0,120
5,3,1,0,1,1,165
4,3,1,157,0,1,120
0,1,1,188,2,0,50
0,3,2,179,1,1,249
2,4,1,0,0,1,100
1,14,1,18,0,1,110
20,1,4,192,1,0,75
20,1,1,7,1,0,100
4,1,1,0,1,1,400
1,2,3,338,0,1,650
10,5,1,29,1,1,99
23,1,2,334,2,0,65
34,30,5,90,2,0,45
9,31,1,157,1,1,159
15,2,1,0,0,1,125
1,3,2,360,0,0,95
0,30,23,358,1,1,300
9,30,4,326,1,1,225
1,14,1,0,0,0,45
57,2,1,335,2,0,75
2,1,2,159,1,1,160
6,13,1,0,1,1,100
49,2,2,324,4,0,45
9,31,1,137,1,1,249
4,5,1,0,0,0,60
540,2,1,179,1,0,99
6,10,1,13,0,1,110
1,6,1,26,0,1,200
59,5,4,250,2,0,35
14,1,1,310,1,0,60
0,1,1,163,4,0,41
185,3,1,6,1,1,97
172,2,5,136,0,1,85
36,2,1,7,0,0,125
18,1,1,302,1,1,119
22,1,1,70,0,0,75
0,7,1,188,1,1,275
2,3,1,0,2,1,159
105,3,1,94,0,1,225
0,30,232,219,1,1,294
15,2,2,365,1,1,375
9,1,1,0,0,0,50
3,2,2,0,0,0,44
0,1,10,363,1,0,350
1,3,1,257,1,1,500
9,1,1,0,1,0,90
26,3,1,0,0,1,150
44,5,1,41,0,0,100
3,3,1,144,1,1,335
0,30,96,312,1,1,175
86,1,2,337,2,0,75
31,1,2,189,1,0,110
5,9,1,59,0,1,125
1,1,1,0,0,0,105
0,1,33,179,0,0,119
51,2,1,9,0,0,78
4,3,1,0,0,1,75
0,1,1,0,1,0,125
0,29,1,0,1,1,160
27,1,1,33,1,2,35
0,30,3,225,1,0,70
9,1,1,179,1,0,120
0,3,1,0,0,0,80
1,2,2,5,0,1,200
0,1,2,0,0,0,49
0,10,1,310,1,0,60
25,4,1,4,1,1,100
5,1,1,32,1,0,72
3,10,2,250,2,0,70
0,30,1,311,1,1,175
0,2,1,0,1,0,119
68,1,1,98,1,1,148
8,1,1,123,0,0,185
1,30,18,364,2,0,35
107,3,1,209,1,0,50
0,30,23,342,1,1,200
122,2,1,77,1,0,99
4,7,1,35,2,1,140
6,1,2,311,0,0,50
1,5,1,0,0,0,58
1,30,26,312,0,1,85
0,30,6,301,1,1,275
0,3,1,0,1,0,50
16,4,1,130,1,0,99
6,30,39,96,1,1,200
0,1,1,0,1,0,59
0,2,1,0,0,1,125
0,1,1,43,0,1,185
56,1,1,325,1,0,115
6,3,1,0,0,0,65
4,2,1,0,2,1,120
0,30,49,364,1,1,200
21,3,1,0,0,1,75
0,1,1,0,0,0,85
0,1,4,362,1,0,159
1,2,1,0,1,0,100
92,2,1,173,1,1,280
0,4,1,324,0,1,169
137,1,2,289,1,1,170
0,1,1,87,4,0,70
3,4,3,0,0,0,90
2,1,1,365,0,0,55
28,3,1,0,1,0,79
35,2,2,15,0,1,99
0,4,2,67,1,1,91
2,2,2,360,2,1,215
6,7,1,0,0,0,50
1,3,1,0,1,0,120
86,3,2,50,1,0,60
1,2,1,11,0,0,55
14,3,1,0,0,0,45
4,30,52,322,0,1,129
11,3,3,365,1,0,60
46,1,1,109,1,0,175
1,3,1,0,1,1,275
6,3,1,0,1,1,200
1,1,2,333,1,1,699
216,4,1,55,1,1,190
38,5,1,260,1,1,199
2,2,327,331,1,1,229
12,2,1,0,0,1,155
4,7,1,0,1,1,125
1,2,2,0,2,1,70
0,30,232,358,1,1,312
63,1,2,0,2,0,47
37,7,1,0,0,0,65
26,2,1,0,1,0,91
0,2,1,0,1,1,190
19,7,1,257,1,1,200
0,180,1,358,1,0,95
8,2,1,241,3,1,249
0,1,2,18,0,0,75
0,2,2,175,0,0,60
144,2,1,217,0,1,240
75,1,1,283,1,1,250
34,4,1,31,1,0,87
0,5,1,85,0,0,90
0,3,1,68,0,0,65
1,2,1,0,1,0,92
0,4,1,89,1,0,370
5,2,1,0,4,1,150
3,1,2,37,2,0,59
11,28,2,0,0,0,44
2,2,1,0,0,0,50
18,20,2,232,1,0,75
81,1,1,35,0,1,90
10,3,6,62,1,0,101
2,2,2,0,0,1,134
2,2,1,0,0,1,115
15,15,1,266,1,1,225
87,3,2,39,1,0,150
51,1,4,152,2,0,69
2,3,1,0,0,0,72
1,1,1,268,1,0,61
58,3,1,26,1,1,110
1,2,1,0,1,0,52
1,300,1,89,1,0,65
3,7,1,0,0,1,150
1,30,50,365,1,1,210
10,2,2,34,0,0,45
26,4,1,281,1,1,249
21,2,1,13,0,1,110
27,1,2,365,2,0,90
3,1,1,0,4,0,49
25,1,1,5,0,0,31
0,1,4,179,4,2,77
30,2,3,92,2,0,50
200,1,11,240,1,0,155
1,1,1,0,0,0,90
17,30,39,333,1,1,195
8,1,2,0,1,0,90
1,4,1,86,0,1,350
6,2,1,0,1,0,55
2,3,3,0,0,0,45
45,2,1,0,0,1,125
0,1,2,88,1,0,150
0,1,1,59,2,0,55
59,4,1,2,1,0,90
76,1,9,229,2,0,55
125,3,3,208,2,0,45
0,2,2,364,2,0,89
97,3,2,272,1,0,64
3,5,1,206,0,0,29
0,30,20,310,1,1,130
8,4,1,0,0,1,150
5,30,12,0,1,1,140
2,3,1,0,0,0,65
5,5,1,0,0,0,40
4,1,1,57,0,1,595
25,5,2,299,2,1,159
6,2,4,10,1,0,175
3,4,2,98,0,1,325
32,2,1,82,0,0,40
0,2,1,0,0,1,133
2,5,1,0,1,0,85
2,2,3,0,1,0,90
1,1,1,0,0,0,60
5,1,1,0,1,1,150
12,2,4,165,1,0,231
0,12,1,0,0,0,45
0,30,1,340,0,0,50
4,1,2,0,0,1,91
0,7,1,0,1,1,130
19,2,1,13,1,1,130
123,3,1,211,0,1,180
9,2,4,361,0,0,60
2,1,1,365,1,1,5000
30,1,2,344,0,0,72
1,1,1,0,1,0,30
24,1,1,19,2,1,93
0,30,96,338,1,1,140
118,3,1,157,1,1,115
44,3,1,91,0,0,79
39,1,1,297,2,0,79
113,1,2,133,2,1,120
2,3,1,308,0,1,400
6,3,1,20,1,1,180
13,1,1,0,0,0,60
165,2,1,105,1,0,99
0,3,2,0,1,1,600
0,3,1,0,1,1,350
3,15,1,148,2,0,60
53,2,2,13,0,0,52
3,4,1,0,0,1,120
3,7,1,0,1,1,180
2,1,1,0,1,1,250
45,5,1,266,4,1,40
0,1,6,345,0,2,45
9,2,1,4,2,0,56
0,3,1,0,0,1,200
1,28,49,225,1,1,675
1,1,1,0,0,0,75
28,1,1,265,0,1,200
204,1,13,324,0,0,45
22,2,1,8,0,0,50
4,3,1,0,2,1,140
0,1,1,0,0,0,50
18,2,1,0,1,1,102
114,2,1,235,0,1,129
136,1,2,11,0,0,65
18,31,2,7,1,1,310
2,1,1,0,1,1,150
0,30,13,300,1,1,145
1,5,1,33,0,0,49
1,3,2,0,1,0,99
36,2,1,2,1,1,180
0,1,1,0,0,0,44
10,30,3,332,2,1,90
1,3,1,0,0,1,109
3,5,2,89,0,1,200
0,10,1,179,2,1,250
2,2,1,0,0,1,120
0,5,1,0,1,2,80
27,1,1,5,1,0,119
4,10,1,0,1,1,150
3,3,1,0,0,0,30
2,7,1,0,2,0,35
13,2,2,141,0,0,38
13,4,1,161,0,1,110
0,2,1,89,0,0,120
5,1,5,365,1,2,75
88,1,12,61,0,0,53
1,5,4,315,2,0,79
61,1,2,335,0,0,72
97,2,1,35,1,0,60
34,16,2,146,2,0,40
8,2,327,105,1,1,240
0,2,1,0,1,0,50
0,30,14,333,0,2,35
0,3,1,101,0,1,475
95,1,2,215,1,1,138
0,20,1,0,0,0,35
7,1,3,342,0,0,95
1,10,1,2,2,0,40
30,1,1,0,1,1,136
3,3,1,351,0,1,275
20,1,3,324,1,2,36
0,30,33,364,1,1,229
10,2,1,0,1,1,140
0,3,3,0,0,0,59
5,5,1,0,1,1,190
0,2,4,229,1,1,450
4,2,1,175,2,0,38
0,1,1,0,1,0,125
0,30,121,352,1,1,279
0,7,1,0,0,0,65
77,30,2,190,1,0,50
168,2,1,203,0,1,130
0,5,1,0,1,1,140
3,4,1,0,1,1,180
29,4,2,220,1,0,169
1,2,1,0,0,0,60
10,2,4,0,1,0,69
0,10,1,0,1,0,58
0,4,1,77,1,1,300
0,3,1,148,1,1,399
0,20,2,7,0,0,38
0,2,1,27,0,0,150
3,2,1,0,1,0,45
3,7,2,363,0,1,260
2,1,1,359,2,0,50
94,1,1,7,1,2,115
190,2,1,315,0,1,170
7,7,1,364,0,0,50
17,2,2,0,1,0,99
50,1,1,359,4,1,75
7,2,1,318,0,0,40
49,2,3,358,1,0,110
14,2,1,13,1,1,210
36,1,8,346,2,0,90
16,2,3,222,0,0,65
3,2,327,317,1,1,215
23,1,1,109,1,1,129
80,3,1,112,1,0,100
5,1,2,358,2,0,80
0,30,9,43,0,0,35
0,1,1,0,0,0,32
0,30,2,297,1,1,340
60,1,3,351,1,0,95
104,3,1,256,2,1,63
114,2,1,154,0,1,175
13,1,1,89,0,0,39
9,1,1,0,0,1,116
0,3,3,0,1,1,79
2,1,1,0,0,1,75
10,1,1,5,1,0,65
3,3,2,0,2,1,500
0,2,1,0,1,0,50
20,4,2,334,1,0,81
8,30,1,365,1,0,200
0,5,1,0,0,0,79
0,4,1,17,0,1,175
1,2,3,337,0,1,295
4,5,1,0,1,1,95
6,7,2,299,0,0,49
117,1,1,96,0,0,75
29,3,1,109,4,1,150
2,3,1,0,1,0,50
5,1,1,162,0,1,139
34,3,1,116,0,0,60
36,3,2,32,0,0,51
0,5,1,0,1,1,149
1,1,1,365,2,0,46
54,2,4,179,0,0,30
1,1,5,0,1,0,86
67,2,1,191,2,1,110
130,3,3,220,0,0,80
59,1,1,77,1,0,42
10,1,1,3,0,1,78
19,1,1,311,4,0,50
0,4,1,0,0,1,115
96,1,1,53,0,0,120
26,2,1,21,2,1,125
15,30,2,163,0,0,55
32,3,9,72,0,1,87
11,30,12,28,1,1,130
18,1,34,365,0,2,36
0,2,1,0,1,0,130
22,2,5,361,4,1,250
0,1,1,0,1,1,200
5,2,1,0,1,1,175
13,3,1,212,1,1,299
6,1,1,0,0,0,35
6,7,1,0,0,0,64
0,2,1,26,1,2,400
0,3,1,29,1,1,220
6,2,1,0,1,1,275
0,3,1,0,1,1,180
10,1,1,280,1,1,200
42,4,2,1,2,0,80
8,13,1,0,0,1,70
31,3,1,101,0,1,250
24,1,4,89,1,0,120
3,4,1,0,0,0,61
67,3,1,265,1,0,195
2,3,1,0,1,1,80
0,1,1,0,0,0,50
3,1,1,0,1,1,270
16,1,2,364,2,0,200
5,5,1,22,1,0,109
7,3,1,28,2,1,175
19,5,1,192,1,1,345
97,3,1,348,0,1,130
2,3,1,0,1,0,90
11,1,1,0,4,0,30
2,5,3,0,0,0,70
3,1,1,95,0,1,150
8,2,1,177,1,0,175
0,31,1,0,1,0,55
10,30,34,346,1,1,165
4,2,1,0,0,1,95
2,2,1,89,1,1,400
2,14,1,177,0,1,120
6,5,1,167,0,0,75
13,1,1,83,1,1,225
2,2,1,0,0,0,80
8,3,1,0,1,0,80
0,2,1,0,0,0,75
76,2,4,148,1,0,140
17,3,1,0,2,1,100
8,5,1,0,1,0,99
1,1,2,347,0,1,300
2,1,1,132,0,1,80
3,3,3,88,0,0,80
4,1,6,344,0,2,37
0,1,1,177,1,0,180
14,1,5,359,2,0,59
32,3,1,265,0,1,190
15,2,1,0,1,1,130
1,4,1,314,1,1,199
0,1,1,19,0,0,50
36,2,1,0,0,1,100
34,4,2,20,1,0,80
4,1,1,340,4,2,57
0,2,1,365,0,0,200
17,4,1,188,1,1,195
1,4,6,364,1,1,220
7,60,1,188,1,1,150
39,1,1,75,0,1,149
3,1,1,0,1,1,420
6,1,1,180,1,0,175
1,1,1,0,1,0,85
15,1,5,317,1,1,396
6,2,1,0,0,0,50
17,2,1,89,0,0,50
22,3,1,357,0,0,120
0,1,1,0,1,0,600
6,1,1,0,1,0,77
2,30,21,362,0,1,172
20,3,1,86,1,1,339
8,2,327,91,1,1,262
24,2,3,274,1,1,1000
22,2,1,0,1,1,110
86,1,4,248,2,0,55
2,5,1,0,0,0,70
6,5,3,28,0,0,48
0,1,5,172,2,0,45
40,2,1,13,0,0,53
2,3,1,0,1,0,65
0,3,1,166,1,1,225
5,7,1,0,0,1,175
0,2,1,0,0,1,300
147,4,1,344,1,0,150
238,1,1,236,0,0,98
52,2,1,303,1,0,130
25,4,2,324,0,1,109
1,5,1,0,0,1,250
133,1,1,359,0,1,280
0,3,1,0,1,1,100
2,3,1,0,1,1,180
0,3,1,16,0,2,50
28,2,1,82,0,0,80
21,3,1,5,0,1,275
1,31,8,332,1,1,150
158,2,1,168,0,0,75
20,4,1,0,0,1,100
5,7,1,0,1,1,375
4,2,2,11,0,1,150
14,1,2,0,0,0,85
47,3,1,0,1,1,200
0,30,18,365,1,1,534
58,2,3,323,1,1,265
1,4,1,52,1,1,290
10,10,1,0,1,1,165
0,1,1,0,0,0,50
97,7,1,309,1,1,150
95,2,2,349,0,1,190
3,1,2,180,2,0,70
1,1,2,37,0,0,40
0,5,2,88,0,0,120
2,14,1,233,1,1,200
0,21,1,5,0,0,64
8,2,1,181,1,1,300
4,2,2,0,0,1,79
40,2,3,354,0,1,125
11,3,1,0,1,1,159
11,2,10,317,0,0,40
3,6,1,43,1,0,125
352,1,1,359,2,1,89
83,5,1,291,3,1,70
8,1,1,134,0,1,506
52,4,1,1,1,1,199
1,5,1,0,1,1,140
3,1,1,0,2,0,75
12,2,2,2,1,1,300
38,10,3,157,1,0,112
3,1,3,249,1,0,57
22,3,1,10,1,0,120
0,2,1,0,0,0,200
4,3,1,89,1,1,395
1,2,1,0,2,0,50
7,2,1,0,0,1,99
5,4,1,15,0,1,195
2,7,1,283,1,0,50
3,2,1,35,1,1,113
153,2,1,161,1,0,125
4,7,1,0,1,1,200
3,30,103,195,2,0,49
240,2,2,242,0,1,125
0,7,1,0,0,0,40
20,3,3,0,0,0,199
0,7,1,0,2,0,60
0,2,2,100,0,0,45
0,3,2,0,0,0,55
19,2,1,295,0,1,250
396,2,1,143,1,0,163
3,1,5,358,1,0,99
72,1,2,96,0,0,42
0,1,6,338,0,2,25
59,3,1,57,0,1,120
38,4,1,149,1,0,65
32,1,1,358,1,1,150
1,25,1,0,0,1,145
0,1,1,0,1,1,750
3,2,1,0,1,1,149
8,2,1,6,0,1,79
34,7,2,0,1,1,145
51,3,3,253,2,1,120
2,3,1,0,1,1,325
1,30,52,340,0,1,129
4,2,1,0,1,1,180
109,2,2,243,0,1,250
0,30,52,358,1,1,105
6,4,2,0,1,0,320
34,1,1,166,2,1,99
27,2,1,63,1,0,150
0,1,1,0,1,1,250
0,1,5,359,2,0,89
28,6,3,0,0,1,275
1,3,2,0,1,1,187
14,5,1,1,0,1,100
0,31,3,333,1,1,200
2,1,1,0,0,0,71
0,2,1,0,0,1,120
159,3,3,231,0,1,229
5,2,1,149,1,0,140
0,14,1,0,1,0,90
0,5,1,0,0,0,65
6,4,1,0,0,1,119
0,1,7,358,2,0,35
54,1,2,338,2,1,200
4,3,2,0,0,0,55
0,4,1,0,0,1,200
1,1,6,356,0,0,100
26,2,1,16,1,0,85
134,3,1,241,0,1,135
40,5,8,43,1,1,199
1,5,1,0,4,1,200
13,1,5,160,0,0,45
8,1,2,0,1,0,130
109,1,1,75,2,1,90
18,2,1,74,0,0,79
1,1,1,0,1,0,250
0,3,1,0,1,1,350
1,7,1,64,0,0,59
15,1,2,349,2,0,65
31,1,1,365,1,2,200
23,4,1,31,0,1,119
7,2,1,365,1,1,295
0,4,1,152,2,1,190
2,3,1,97,0,0,50
70,3,1,230,1,1,145
2,2,1,0,1,0,160
33,4,1,0,1,0,68
2,1,1,0,0,0,70
45,1,2,52,0,0,35
63,1,3,363,2,0,63
22,1,2,17,1,1,90
1,5,1,0,0,1,100
0,35,10,331,2,0,47
0,30,25,347,0,0,48
11,7,1,0,1,1,100
18,1,1,0,0,0,55
12,3,1,0,0,1,120
5,2,1,0,0,1,275
1,1,1,0,1,1,207
18,2,1,0,1,1,150
5,30,39,331,1,1,200
18,2,1,358,0,1,160
0,3,1,0,0,0,80
41,1,10,218,0,0,39
4,3,1,130,0,1,150
0,29,96,1,1,1,225
7,2,1,255,0,0,65
0,1,1,83,1,2,299
8,5,1,9,1,1,199
78,3,1,336,1,1,200
4,3,1,0,1,0,150
0,70,1,239,1,1,100
13,1,5,114,2,1,255
62,3,1,50,1,1,145
1,5,1,89,1,0,78
24,3,1,14,0,1,217
3,2,1,0,0,1,114
41,3,1,0,0,1,145
0,1,1,0,0,0,42
40,3,1,42,2,1,140
2,1,3,0,1,0,118
12,1,1,0,1,0,75
4,1,1,365,1,1,333
2,4,3,114,0,0,230
9,30,11,364,1,1,2000
14,4,4,50,2,0,85
6,2,1,180,2,0,60
7,1,1,0,2,1,104
16,5,1,12,0,1,275
220,1,6,180,1,0,70
14,3,1,44,1,0,99
3,5,8,345,1,0,215
2,4,1,0,1,0,86
1,1,1,0,1,0,179
38,2,2,0,0,0,100
3,180,1,299,1,1,120
2,3,3,0,0,1,175
11,2,1,252,1,1,379
0,5,1,0,1,1,80
0,3,1,0,0,0,45
0,56,1,0,0,0,79
0,3,1,0,1,0,120
92,1,4,80,0,0,42
9,30,52,341,0,1,149
3,1,9,318,1,0,100
22,30,1,112,1,1,200
1,2,1,0,1,1,250
16,2,1,2,0,0,55
2,5,2,0,0,0,59
1,1,1,0,0,0,75
11,2,1,0,1,0,37
8,2,1,11,1,1,120
2,1,1,0,1,0,50
36,1,1,0,0,0,60
2,3,1,365,1,0,300
9,2,1,0,0,1,180
59,1,2,0,2,0,75
7,30,91,127,1,1,133
0,5,2,0,0,0,40
1,7,1,0,1,0,56
0,1,2,146,0,0,95
0,5,1,268,1,1,295
8,2,1,253,1,1,250
65,30,3,219,2,0,75
29,3,1,50,0,1,200
0,1,1,0,1,1,850
1,1,1,0,0,0,35
41,1,1,8,1,1,243
1,13,1,0,1,1,150
0,3,1,0,0,1,150
2,2,327,291,1,1,185
0,14,1,0,0,1,120
17,1,17,87,0,2,32
72,1,3,223,1,1,180
53,1,3,137,4,0,29
4,5,1,12,0,0,50
0,2,2,161,0,1,225
116,1,4,352,1,0,50
1,3,1,0,1,1,140
32,3,1,168,0,1,115
18,5,1,349,1,0,44
0,3,1,0,0,1,275
3,3,1,0,0,0,115
0,2,5,365,2,0,875
82,30,1,0,1,1,250
0,30,232,180,1,1,184
7,30,2,317,0,0,40
1,30,1,236,1,1,132
9,1,1,0,1,0,120
1,26,1,0,1,1,150
98,3,1,0,1,0,100
27,3,7,225,0,0,63
10,1,2,187,1,0,69
6,4,2,111,2,0,49
1,6,1,0,1,1,200
9,3,1,0,1,1,249
14,1,2,180,1,0,65
13,1,3,49,0,0,28
62,1,5,351,1,0,99
3,1,1,0,0,1,95
9,1,1,198,1,0,89
16,12,1,35,1,1,150
1,1,1,0,1,1,110
3,2,1,0,1,2,169
17,1,1,253,1,1,75
4,3,1,87,1,1,288
32,1,1,36,0,0,90
0,1,1,0,1,0,350
38,1,2,218,0,0,42
0,2,3,35,4,0,55
5,10,2,0,0,0,140
3,2,3,28,0,0,65
2,2,1,0,1,1,70
4,5,2,324,4,0,50
36,2,2,124,0,1,200
2,2,1,0,1,1,144
4,4,1,0,0,0,55
32,2,3,344,4,1,280
1,1,1,0,0,1,150
3,2,1,0,0,1,100
28,5,1,106,0,1,215
7,2,327,117,1,1,252
1,7,1,0,0,0,70
170,2,3,84,1,0,50
3,3,1,171,1,0,40
11,1,4,0,2,2,21
0,2,1,136,1,1,459
1,3,1,67,1,0,85
0,4,2,0,0,0,55
60,2,2,118,1,1,300
3,1,1,0,2,1,120
12,2,1,0,1,1,250
2,3,1,0,0,0,80
68,2,1,312,1,0,65
4,6,1,7,0,1,259
2,2,2,0,0,0,65
3,3,2,189,1,1,225
46,6,1,69,0,1,71
4,1,1,0,1,1,115
37,4,1,0,1,1,125
39,30,1,32,1,1,125
13,1,1,1,0,0,69
1,7,1,0,1,1,120
10,3,1,89,2,0,65
2,4,1,297,1,1,250
0,3,1,12,0,1,150
3,7,1,49,0,0,74
20,1,2,160,0,2,22
12,1,1,334,0,1,450
85,1,1,328,4,0,50
5,4,1,179,0,1,49
5,5,1,159,1,1,479
3,3,3,45,1,0,140
10,7,1,0,0,1,60
19,1,1,0,0,0,65
35,1,2,364,2,0,109
0,1,1,0,0,0,72
3,3,1,0,1,1,200
23,20,2,206,0,0,40
1,2,1,0,1,1,225
9,5,1,0,1,1,130
21,14,3,181,1,1,350
54,2,1,0,0,0,69
15,1,1,27,1,0,100
6,6,2,310,0,0,73
0,1,1,0,1,1,125
56,2,1,66,1,1,135
24,4,1,362,1,1,350
40,2,1,0,0,1,300
0,2,2,17,0,0,105
94,4,1,27,1,1,130
3,3,1,238,1,0,274
2,3,1,14,1,1,215
0,1,1,0,0,1,120
0,30,96,271,1,1,215
8,2,1,131,0,0,69
26,3,1,251,0,1,190
2,2,2,0,1,1,250
13,3,1,0,0,0,44
4,2,1,0,1,0,60
11,2,1,8,1,1,300
0,4,1,0,0,1,96
0,2,1,7,0,0,44
79,1,2,63,2,1,49
0,10,1,188,2,0,55
2,3,1,0,0,1,68
40,7,5,148,2,0,65
2,1,1,0,2,0,70
109,4,3,0,1,0,65
19,2,3,179,1,1,300
5,1,4,346,2,0,220
13,110,19,327,1,1,92
24,3,1,0,1,1,102
2,2,1,102,1,1,150
26,7,1,214,1,1,500
0,3,1,3,1,0,350
45,1,1,57,2,0,52
2,3,1,362,0,1,200
1,14,1,0,0,1,100
8,2,1,0,0,0,45
6,4,1,0,0,0,75
2,5,1,0,0,0,45
25,2,1,273,1,1,175
3,2,1,74,1,1,139
3,30,43,224,0,0,48
0,2,1,0,1,0,60
0,30,2,0,0,1,250
0,5,1,0,0,1,500
12,1,1,6,0,1,155
1,6,1,0,0,1,100
0,2,1,0,1,0,120
45,1,1,18,0,1,110
235,2,1,23,1,0,87
15,4,1,7,1,1,185
30,2,1,0,1,1,127
18,6,1,11,0,1,140
5,1,8,27,0,0,54
8,4,1,126,0,1,120
43,3,1,5,0,1,145
1,1,1,0,0,0,39
7,180,19,308,1,1,70
7,2,1,14,2,1,145
0,1,1,363,0,0,200
38,7,1,355,0,1,113
0,29,96,220,1,1,229
0,4,1,0,1,1,125
4,2,1,0,0,1,100
0,2,1,0,1,1,275
3,2,1,79,0,1,209
145,3,1,32,2,0,70
0,1,1,0,1,1,123
88,2,2,82,0,1,139
157,3,3,38,1,1,175
3,3,1,0,0,0,70
5,2,1,0,1,0,60
1,1,1,0,1,2,175
36,3,2,2,0,1,159
15,3,1,175,0,1,125
8,2,2,5,0,0,70
26,2,1,10,1,1,400
3,1,8,129,2,0,60
154,5,1,301,0,1,128
2,3,1,0,1,0,80
4,1,3,209,1,0,60
15,180,1,332,1,1,117
2,1,1,0,0,1,100
0,3,1,0,1,1,200
7,1,6,363,1,2,75
53,2,2,223,1,1,200
1,3,1,83,0,1,130
5,2,12,365,1,0,749
0,4,1,0,1,1,130
26,1,2,0,1,0,95
0,14,1,0,1,1,350
0,1,1,365,1,0,300
289,2,2,294,1,0,69
1,2,1,16,0,0,40
0,1,1,0,1,1,150
8,3,1,0,0,1,200
2,1,1,63,1,1,250
44,30,1,205,0,1,145
1,2,1,0,0,0,28
1,4,1,90,2,0,350
0,2,1,0,0,0,35
12,1,3,58,1,0,100
1,3,1,0,0,1,100
1,6,1,17,0,0,40
1,4,1,0,1,0,80
1,5,1,0,1,1,120
41,2,2,76,0,1,180
1,1,3,302,2,0,55
0,1,9,301,1,0,100
19,3,1,0,1,0,90
1,1,1,0,1,0,1100
1,1,1,0,0,0,40
15,2,1,90,1,1,175
39,1,1,177,1,1,395
5,2,327,111,1,1,228
38,14,2,45,0,0,44
30,4,1,48,1,1,175
5,5,4,272,1,0,150
6,1,2,151,1,0,80
145,2,1,250,0,0,90
5,1,1,89,0,0,55
0,4,1,0,1,1,250
4,2,1,0,1,1,195
8,2,327,341,1,1,194
21,2,3,18,1,1,158
42,5,1,52,0,1,85
1,1,1,0,0,1,160
1,2,1,0,0,1,70
2,2,2,0,0,0,65
10,7,1,365,4,2,55
0,4,1,83,0,1,4000
11,7,2,0,1,0,60
5,4,1,0,0,1,135
13,2,2,0,0,1,200
4,3,1,72,1,0,85
13,3,2,327,0,1,120
68,4,1,0,2,0,45
10,30,1,0,1,0,65
7,2,1,155,1,1,149
31,1,1,224,2,1,545
1,2,1,0,0,1,100
2,3,2,324,0,1,158
0,3,1,0,1,1,225
116,1,1,76,0,0,90
3,30,10,365,0,2,35
0,14,1,0,0,0,70
18,3,1,0,0,1,100
94,30,1,188,1,0,94
51,2,1,179,0,1,90
0,30,4,0,0,0,64
4,29,2,66,1,0,100
1,2,1,97,1,1,243
18,2,1,29,1,1,180
7,10,1,0,0,1,98
3,4,1,0,0,1,150
2,6,1,0,1,1,71
1,2,1,25,1,1,290
6,15,2,98,1,1,300
2,4,1,194,4,1,60
0,7,1,24,1,1,140
43,7,1,53,0,1,150
13,10,1,7,1,1,135
49,1,1,134,1,0,102
30,1,5,57,4,0,142
